"operation_id,client_id,transaction_type,amount,currency,operation_date,operation_time,description,balance_after_transaction,channel"
"101003317,874012,withdrawal,9927.05,EUR,1/3/2024,2:17 AM,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis,887303.25,online"
"091911797,18154,deposit,8139.06,EUR,9/11/2024,1:46 PM,ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit,745100.69,ATM"
"242272874,935322,withdrawal,4969.29,PHP,8/22/2025,3:13 AM,tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id,246713.35,online"
"081506646,904113,transfer,296.69,PLN,9/4/2025,1:45 PM,donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam,779268.61,ATM"
"113023990,660359,transfer,811.06,RUB,11/30/2025,9:05 PM,tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor,87023.22,branch"
"264272027,517610,withdrawal,7700.72,PHP,11/7/2025,4:49 PM,bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl,955908.62,branch"
"071908021,479203,payment,2252.49,SAR,5/18/2024,3:58 PM,a pede posuere nonummy integer non velit donec diam neque,406983.81,branch"
"251473787,920623,transfer,5643.69,BYR,11/1/2024,12:58 PM,quis lectus suspendisse potenti in eleifend quam a odio in,536707.38,branch"
"271070607,975226,transfer,8554.54,EUR,6/14/2025,1:27 PM,posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a,196159.18,ATM"
"022000020,445692,deposit,2589.07,MKD,6/12/2025,2:54 AM,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in,398575.05,branch"
"111103197,691973,withdrawal,3582.0,BRL,11/25/2024,7:34 AM,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in,194941.12,ATM"
"263190757,587177,deposit,9850.3,BRL,9/4/2024,8:13 AM,eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus,737404.88,branch"
"104103421,880454,payment,3545.32,USD,8/25/2024,11:03 AM,nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at,584911.5,ATM"
"103103749,241119,transfer,7297.65,IDR,3/10/2025,5:31 PM,turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue,34235.33,ATM"
"082903837,422733,transfer,1712.2,UZS,3/29/2024,9:33 PM,faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum,562926.62,branch"
"091806381,532366,payment,9273.65,IDR,9/6/2025,6:54 PM,semper rutrum nulla nunc purus phasellus in felis donec semper sapien,926476.94,online"
"064108964,562322,deposit,4758.71,PLN,5/30/2025,5:35 PM,tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse,119564.86,online"
"102105269,882211,withdrawal,7977.63,JPY,1/21/2025,1:11 AM,nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum,321926.27,branch"
"065404256,594738,deposit,148.09,SEK,11/5/2025,7:10 PM,tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend,290557.79,ATM"
"053112039,597508,transfer,8800.63,PHP,10/16/2024,1:32 PM,aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis,325978.46,ATM"
"065400153,180608,transfer,3306.17,CNY,6/24/2024,11:33 PM,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc,234578.27,ATM"
"084201621,971851,transfer,5431.75,CAD,4/4/2025,9:02 PM,purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor,331551.7,online"
"084104621,792643,withdrawal,6228.2,IDR,9/21/2025,3:53 AM,in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer,556020.09,branch"
"081517693,556995,payment,7145.44,CNY,10/30/2025,7:22 AM,phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin,5133.29,online"
"064206031,520390,withdrawal,2071.06,NGN,7/17/2025,4:22 PM,viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper,883967.61,online"
"101113841,86753,payment,5339.8,BRL,9/24/2024,4:45 AM,sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis,473278.73,ATM"
"091209483,384891,withdrawal,4649.82,CNY,1/19/2025,8:43 PM,blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in,307305.99,online"
"113118342,820466,deposit,1855.75,BRL,12/1/2024,7:36 PM,lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla,834236.71,online"
"061119985,359886,deposit,208.87,NOK,5/20/2024,5:30 AM,tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut,463389.94,branch"
"075900986,578278,payment,3588.06,PEN,1/22/2024,8:51 AM,metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam,598913.57,ATM"
"011304517,527091,withdrawal,8097.68,IDR,11/1/2025,5:50 PM,fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc,451372.93,branch"
"114916019,904126,deposit,929.05,UAH,4/22/2024,8:14 PM,odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi,454363.04,online"
"253170253,913301,payment,6273.23,JPY,8/2/2024,10:50 PM,ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,456981.33,ATM"
"103104874,70280,payment,847.33,IDR,11/4/2025,8:16 PM,eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem,992999.27,branch"
"125108560,104120,deposit,2409.79,RUB,5/27/2025,5:55 AM,primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet,301127.55,ATM"
"082907202,588671,withdrawal,5786.57,USD,7/20/2024,7:39 PM,dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque,233090.65,ATM"
"092902271,386273,payment,9267.35,CNY,9/19/2024,1:51 AM,id turpis integer aliquet massa id lobortis convallis tortor risus,789848.76,branch"
"043304239,680459,transfer,8365.18,PLN,6/20/2024,4:52 AM,at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede,503318.72,online"
"053274223,973567,withdrawal,1476.05,SYP,6/5/2024,8:08 AM,dolor sit amet consectetuer adipiscing elit proin risus praesent lectus,699819.41,branch"
"082901570,449049,deposit,2263.76,PEN,4/10/2024,5:04 AM,nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis,476474.26,online"
"067005475,975488,deposit,1694.63,PLN,5/15/2025,8:21 AM,porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus,261041.34,ATM"
"051006778,191451,deposit,7711.42,RUB,6/27/2024,10:34 AM,quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis,904742.77,ATM"
"271250647,818759,payment,6089.1,EUR,5/18/2025,2:41 PM,vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus,294620.66,online"
"122240104,49414,deposit,9994.92,CNY,1/14/2025,5:24 PM,eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec,961154.28,online"
"041200089,600509,deposit,7950.42,BRL,10/25/2025,12:49 PM,donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam,714336.46,ATM"
"103104489,717751,transfer,4201.68,IDR,1/8/2025,7:02 AM,nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede,97123.64,ATM"
"053109877,725546,payment,6481.72,CNY,6/3/2024,2:56 PM,elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus,112835.67,branch"
"111908091,598059,payment,5156.82,EUR,8/29/2025,1:29 AM,ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus,353404.29,ATM"
"072414239,981168,deposit,130.7,CNY,2/2/2024,4:27 AM,at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum,22872.59,online"
"061103218,368530,transfer,4281.59,IDR,1/23/2025,4:33 PM,dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper,415496.51,branch"
"061109487,679013,transfer,6764.24,IDR,11/6/2025,11:13 PM,non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in,344922.4,online"
"321170444,881417,payment,1966.29,NGN,11/7/2025,6:23 PM,pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum,503104.55,ATM"
"043308620,371763,transfer,5157.14,EUR,11/14/2024,2:10 PM,sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum,902071.52,branch"
"061101155,547209,withdrawal,4846.36,BRL,9/9/2025,8:15 PM,pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient,268302.18,branch"
"111308358,234045,deposit,8566.7,GTQ,10/7/2025,6:50 AM,vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula,655007.23,ATM"
"071922670,620611,withdrawal,9339.24,EUR,6/10/2024,7:51 AM,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam,152802.29,online"
"103101110,599373,transfer,7452.91,IDR,2/5/2025,10:16 PM,mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere,322020.08,online"
"072408504,876264,payment,4791.2,BRL,1/16/2024,9:56 AM,convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit,740944.52,branch"
"271973791,463333,withdrawal,5572.55,UAH,3/11/2025,10:31 PM,sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus,401744.39,branch"
"081503380,395689,transfer,6992.86,EUR,8/13/2024,6:14 AM,in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu,478378.77,online"
"113118342,150530,transfer,2627.6,FJD,4/3/2025,8:30 PM,sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,882344.44,ATM"
"116312873,556668,transfer,3493.08,CNY,2/4/2024,6:03 PM,rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit,331146.09,branch"
"044002161,872727,payment,5896.89,CNY,8/10/2025,4:26 AM,in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec,631773.68,online"
"101903637,810994,deposit,6523.12,EUR,1/9/2024,2:08 AM,varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus,801546.77,ATM"
"011104209,590683,deposit,3581.68,IRR,2/29/2024,3:41 AM,sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis,780256.83,branch"
"101110080,24358,transfer,8320.07,RUB,2/11/2024,8:30 PM,justo in hac habitasse platea dictumst etiam faucibus cursus urna ut,83126.92,branch"
"071909211,766484,withdrawal,4931.05,IRR,9/11/2025,12:36 AM,aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui,430279.31,ATM"
"103103451,296258,withdrawal,7451.08,IDR,4/30/2025,7:44 AM,sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis,615106.59,ATM"
"242272191,840356,payment,2599.45,IDR,7/27/2024,3:15 PM,in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo,305879.6,online"
"101104122,835130,withdrawal,4111.89,CNY,12/11/2025,6:48 AM,pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit,494696.66,branch"
"101110543,913159,withdrawal,2036.77,AZN,4/9/2024,2:29 PM,convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar,245970.95,online"
"021001208,82968,transfer,9285.05,CNY,10/25/2024,5:21 AM,etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut,713051.09,online"
"021502354,380701,payment,235.48,CNY,6/20/2025,1:40 PM,bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh,303440.64,ATM"
"242070966,241447,transfer,7352.06,EUR,2/1/2024,6:34 AM,mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae,145607.72,branch"
"111911033,675255,withdrawal,8162.99,RUB,7/5/2025,9:54 PM,sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus,434634.69,online"
"075905965,355792,transfer,4682.31,EUR,9/19/2024,12:48 PM,et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue,745628.82,online"
"091408297,516086,transfer,5968.28,EUR,1/27/2025,10:51 AM,duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti,185495.53,online"
"103000648,879842,transfer,1752.49,CNY,12/6/2025,3:15 AM,dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla,274097.18,ATM"
"111304093,158250,transfer,4870.53,EUR,10/9/2025,2:41 PM,nec nisi volutpat eleifend donec ut dolor morbi vel lectus,647396.83,online"
"091407942,580576,deposit,7446.59,HNL,12/30/2024,8:55 PM,pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate,995435.05,ATM"
"091308805,949807,payment,3187.66,CZK,8/13/2024,2:02 AM,tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero,246637.75,online"
"083905203,269394,transfer,8593.3,IDR,2/19/2025,12:15 AM,turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere,896703.36,online"
"082904030,145687,deposit,6205.74,VND,4/13/2024,9:28 PM,luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in,310194.2,branch"
"082901635,707337,transfer,3485.18,EUR,7/20/2024,2:31 PM,ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non,532093.91,branch"
"211370846,570870,payment,1151.6,USD,9/29/2024,5:31 PM,suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas,284085.09,ATM"
"074913699,111573,deposit,4944.3,VEF,2/12/2025,4:17 PM,curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac,329562.46,ATM"
"061211171,169806,payment,4220.45,CDF,7/8/2025,8:31 PM,aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo,568208.03,branch"
"101101141,250916,deposit,6281.63,RUB,10/25/2025,9:20 PM,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum,406918.46,online"
"075902722,916085,deposit,2249.37,PLN,11/11/2024,6:16 PM,nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam,279091.5,branch"
"042100175,340610,withdrawal,6466.69,JPY,10/9/2024,10:18 AM,quam sapien varius ut blandit non interdum in ante vestibulum ante,323466.63,online"
"111909605,336914,payment,2861.42,CNY,9/18/2025,1:19 PM,morbi a ipsum integer a nibh in quis justo maecenas rhoncus,522593.81,ATM"
"111311785,682345,payment,5072.66,CNY,8/11/2025,4:59 AM,cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem,913265.0,branch"
"122105760,560653,payment,8624.39,CZK,3/4/2025,6:56 PM,mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac,982119.52,branch"
"081917345,251605,deposit,3648.95,IDR,9/6/2025,4:09 PM,hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum,780265.95,branch"
"074904187,675345,transfer,8138.06,IDR,8/8/2024,1:51 AM,eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut,831545.95,ATM"
"113000861,711687,withdrawal,7533.13,LKR,8/5/2024,1:31 PM,volutpat quam pede lobortis ligula sit amet eleifend pede libero quis,570099.53,ATM"
"091400046,669205,withdrawal,4632.19,ILS,7/13/2025,8:42 PM,libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum,850215.83,branch"
"021202191,585500,deposit,1793.77,RUB,7/30/2025,2:30 PM,quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a,443711.07,online"
"091400020,148386,transfer,1099.3,VEF,4/5/2024,8:54 AM,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,569585.87,ATM"
"021901748,385504,deposit,2888.97,PLN,11/24/2024,1:10 PM,nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia,423138.23,online"
"107001520,254087,withdrawal,9537.78,RUB,7/3/2024,11:31 AM,a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula,576410.14,online"
"061000256,795336,withdrawal,5334.6,USD,10/23/2024,1:29 AM,felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at,850220.01,branch"
"073922940,325959,withdrawal,3501.38,BDT,2/5/2024,2:33 AM,sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu pede,919236.49,online"
"313173336,36986,transfer,9513.05,BRL,10/22/2024,10:37 PM,tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui,905643.21,ATM"
"107002503,390682,deposit,4469.68,XCD,1/16/2024,2:53 AM,lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras,489397.83,ATM"
"063102204,294340,withdrawal,9417.38,CNY,1/4/2024,5:15 PM,aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo,615512.27,branch"
"081509070,837317,withdrawal,3125.92,CNY,12/17/2025,12:17 PM,dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non,113035.24,online"
"111312551,201475,deposit,4682.73,RUB,12/1/2024,3:42 PM,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec,13249.89,online"
"067016354,841513,payment,2312.18,PHP,11/17/2024,10:16 AM,ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci,792704.35,branch"
"073902274,164880,deposit,3332.89,CNY,4/3/2024,1:02 PM,amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum,350827.01,ATM"
"322079133,660656,transfer,3036.07,CNY,7/28/2024,5:22 PM,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper,573284.91,branch"
"122239131,174463,withdrawal,7626.47,BRL,4/11/2025,12:26 AM,posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut,874743.14,online"
"107003023,987371,payment,63.61,UGX,11/17/2025,1:34 AM,orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio,660486.65,branch"
"061119888,39793,payment,3592.13,IDR,4/24/2024,4:08 AM,elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis,597505.74,branch"
"063114690,84748,payment,5979.79,PHP,7/2/2025,1:33 AM,pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales,668393.68,online"
"121142517,401671,withdrawal,3150.59,KHR,4/17/2025,7:15 AM,aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales,768922.98,ATM"
"103112358,587388,transfer,7038.93,KZT,2/10/2025,9:08 AM,metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci,797884.72,branch"
"053112055,76691,payment,1699.06,NGN,9/7/2025,4:32 PM,morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque,955060.34,ATM"
"103000017,158532,transfer,6923.97,HRK,1/25/2024,3:31 PM,in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus,326269.82,ATM"
"044212922,239090,transfer,4920.37,HRK,1/6/2024,5:01 AM,in sagittis dui vel nisl duis ac nibh fusce lacus,733967.25,ATM"
"081213078,147701,deposit,1480.67,CAD,7/29/2024,6:48 AM,integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet,394853.94,branch"
"111907924,885004,withdrawal,1620.5,JPY,12/29/2024,4:11 AM,ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo,647139.25,branch"
"021308781,620474,withdrawal,6278.78,CNY,6/14/2024,5:12 PM,rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis,206475.87,branch"
"111924363,834086,withdrawal,6992.11,MXN,5/11/2025,5:21 PM,at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam,882086.27,branch"
"072413751,469346,withdrawal,731.29,VND,10/6/2025,1:31 AM,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a,242018.83,ATM"
"042206422,673244,deposit,1049.89,IDR,12/25/2024,4:46 AM,duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl,534919.5,online"
"091904270,826390,payment,2198.8,PHP,1/13/2024,1:05 PM,in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus,584518.56,ATM"
"073901929,729127,withdrawal,579.16,COP,3/26/2024,11:32 PM,integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent,734225.43,branch"
"322276871,207270,payment,5166.52,BRL,7/31/2025,8:15 AM,in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum,241240.57,ATM"
"211170305,522149,transfer,2947.92,CNY,1/26/2024,2:33 PM,risus dapibus augue vel accumsan tellus nisi eu orci mauris,786758.96,branch"
"111015159,703666,deposit,8416.94,EUR,1/1/2025,9:40 AM,pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue,409060.31,online"
"053112479,86503,payment,6503.17,VND,3/26/2025,10:51 PM,faucibus cursus urna ut tellus nulla ut erat id mauris,647167.21,online"
"011304517,564411,withdrawal,8659.08,USD,8/27/2024,3:25 PM,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae,82737.34,online"
"062202804,666109,deposit,6856.9,VEF,2/21/2025,11:40 PM,vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis,285585.26,online"
"091210540,867281,transfer,5814.71,EUR,10/15/2025,8:38 PM,nulla facilisi cras non velit nec nisi vulputate nonummy maecenas,791877.61,ATM"
"067016037,818861,payment,6971.31,PHP,8/7/2025,10:23 AM,vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet,283315.68,ATM"
"064201243,983861,withdrawal,4521.72,PLN,2/8/2024,1:56 PM,purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu,289070.58,branch"
"092901078,785771,withdrawal,8983.04,CNY,3/6/2025,2:29 PM,morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id,704331.5,branch"
"122238048,471738,transfer,4988.4,ARS,1/6/2025,2:16 PM,pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis,931183.98,ATM"
"091501408,328944,payment,1918.63,EUR,8/24/2024,8:03 PM,nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu,749467.5,ATM"
"121141288,587039,withdrawal,2833.74,ZAR,3/13/2024,12:43 AM,neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim,390320.79,ATM"
"044002161,634099,payment,1651.33,ARS,3/4/2024,2:26 AM,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo,332338.86,online"
"041000153,627511,withdrawal,2026.61,RUB,7/21/2025,4:56 AM,non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit,131445.88,ATM"
"021502105,702950,transfer,2541.19,EUR,11/15/2024,3:45 PM,montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque,22381.46,ATM"
"307070267,344046,deposit,9491.73,EUR,8/1/2025,12:51 PM,vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor,519092.08,ATM"
"071004543,243430,deposit,6803.39,KES,1/19/2024,8:49 PM,sed vestibulum sit amet cursus id turpis integer aliquet massa,628753.43,ATM"
"061205255,659615,payment,9009.29,COP,9/28/2025,2:55 AM,eu mi nulla ac enim in tempor turpis nec euismod scelerisque,636982.35,ATM"
"061092332,959521,deposit,588.59,CNY,5/31/2025,9:54 PM,cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien,646827.09,ATM"
"081211928,636908,deposit,8302.75,CNY,4/20/2025,6:04 PM,imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum,325179.97,ATM"
"271972718,807848,transfer,2135.31,AFN,10/23/2025,12:39 PM,nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam,759792.77,branch"
"064008637,358274,deposit,4910.7,PHP,12/13/2024,11:40 PM,ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque,164109.6,ATM"
"084205766,147662,deposit,2959.23,EGP,7/28/2025,9:51 AM,velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper,4266.27,online"
"067010169,821011,withdrawal,3220.96,CNY,3/12/2024,5:55 PM,ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl,422633.93,branch"
"121144340,929796,deposit,9973.26,RUB,8/25/2025,7:06 PM,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti,320096.05,ATM"
"101101769,216003,withdrawal,1795.87,AZN,2/8/2025,9:12 PM,sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis,358347.18,online"
"072408504,926232,payment,572.14,EUR,8/10/2024,4:24 PM,justo aliquam quis turpis eget elit sodales scelerisque mauris sit,146376.82,ATM"
"052101106,188121,transfer,5813.27,ZMW,2/28/2024,9:15 AM,ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices,833593.83,ATM"
"124101555,670561,deposit,9126.98,PEN,7/12/2024,9:49 AM,molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est,27165.01,online"
"042102018,442576,payment,1376.84,CNY,8/12/2025,5:42 PM,ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum,425594.99,online"
